Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1994-0025-IDN,1994,0025,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Semeru,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Eastern Java,,,,,No,No,,,,8.1 S,112.9 E,,,1994,2,3,1994,2,3,7,,2000,,2000,,,,57.97797424
1994-0012-IDN,1994,0012,Natural,Hydrological,Flood,Riverine flood,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,City of Bandung (West Java),Heavy rain,,,,No,No,,,Km2,,,,,1994,1,12,1994,1,22,4,,30000,,30000,,,1900,57.97797424
1994-0021-PHL,1994,0021,Natural,Hydrological,Landslide,Landslide,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao Del Norte Province,,,,,,,,,,,,,,1994,2,5,1994,2,5,4,3,5100,,5103,,,,57.97797424
1994-0034-PHL,1994,0034,Natural,Meteorological,Storm,Tropical cyclone,,Owen (Bising),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Negros Occidental, Cebu, Surigao del Sur, Palawan, Calaian",,,,,,,,110,Kph,,,,,1994,4,9,1994,4,9,15,33,46500,59213,105746,,,,57.97797424
1994-0010-PHL,1994,0010,Natural,Meteorological,Storm,,,Akang,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Albay, Sorsogon, Palawan, Marinduque Provinces",,,,,,,819,55,Kph,,,,,1994,1,6,1994,1,6,62,26,59710,13822,73558,,,2400,57.97797424
1989-0178-VNM,1989,0178,Natural,Meteorological,Storm,Tropical cyclone,,Cecil,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Da Nang city (Quang Nam Danang province),,Flood,,,No,No,,,Kph,,,,,1989,5,25,1989,5,25,751,106,,336000,336106,,,21000,48.48936537
1989-0131-THA,1989,0131,Natural,Meteorological,Storm,Tropical cyclone,,Gay,Kill,Thailand,THA,South-Eastern Asia,Asia,"Chumphon, Nakkhon Si Thammarat, Phetchaburi, Prachuap Khiri Khan, Ranong, Songkhla, Surat Thani provinces",,,,Yes,No,No,,120,Kph,,,,,1989,11,3,1989,11,5,458,,154000,45000,199000,,,452000,48.48936537
1989-0104-VNM,1989,0104,Natural,Meteorological,Storm,Tropical cyclone,,Irving,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Thanh Hoa province,,,,,,,,,Kph,,,,,1989,7,24,1989,7,24,104,491,1000000,445000,1445491,,,,48.48936537
1989-0128-VNM,1989,0128,Natural,Meteorological,Storm,Tropical cyclone,,"Brian, Angela, Dan",Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe Tinh, Binh Tri Thien provinces",,,,,,,,,Kph,,,,,1989,10,,1989,10,,104,762,4635000,,4635762,,,,48.48936537
1990-0409-THA,1990,0409,Natural,Meteorological,Storm,Tropical cyclone,,Ira,Kill,Thailand,THA,South-Eastern Asia,Asia,Central and northeastern Provinces,,,,,No,No,,,Kph,,,,,1990,10,8,1990,10,26,36,,,,,,,50000,51.106795
1990-0048-VNM,1990,0048,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Son La, Hoang Lien Son, Ha Tuyen, Binh Dinh, Dac Lac, Lai Chau, Muong Lay provinces",Heavy rain,,,,No,No,,13950,Km2,,,,,1990,6,20,1990,7,8,82,200,10000,,10200,,,725,51.106795
1990-0069-VNM,1990,0069,Natural,Meteorological,Storm,Tropical cyclone,,Becky,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Ky Anh, Quang Trach, Quang Binh district + Son (Ha Nam Ninh province), Tra Ling (Thai Binh province)",,,,,,,,,Kph,,,,,1990,8,,1990,8,,19,108,500000,,500108,,,,51.106795
1990-0418-VNM,1990,0418,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Nghe Tinh,,,,,,,,,Kph,,,,,1990,11,15,1990,11,15,68,,,,,,,,51.106795
1990-0608-VNM,1990,0608,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Central Eastern Coast,,,,,,,,,Kph,,,,,1990,10,23,1990,10,23,15,,,2000,2000,,,,51.106795
1990-0177-VNM,1990,0177,Natural,Biological,Epidemic,Parasitic disease,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Nghe Tinh,,,,,,,,,Vaccinated,,,,,1990,1,,1990,1,,200,,,,,,,,51.106795
1991-0315-VNM,1991,0315,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Son La, Lai Chau provinces",Monsoonal rain,Broken Dam/Burst bank,,,No,No,,30960,Km2,,,,,1991,7,28,1991,7,31,38,14,4000,,4014,,,3200,53.27115662
1991-0530-THA,1991,0530,Natural,Hydrological,Flood,Riverine flood,,,Regional,Thailand,THA,South-Eastern Asia,Asia,Mae Salui and surrounding areas (North),,,,,,,,,Km2,,,,,1991,8,,1991,8,,16,,,2000,2000,,,,53.27115662
1991-0710-THA,1991,0710,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Thailand,THA,South-Eastern Asia,Asia,North and Northeast,,,,,,,,,Kph,,,,,1991,8,17,1991,8,17,38,20,1858811,35407,1894238,,,8323,53.27115662
1991-9078-THA,1991,9078,Natural,Climatological,Drought,Drought,,,,Thailand,THA,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1991,3,,1991,,,,,2500000,,2500000,,,,53.27115662
1991-0709-THA,1991,0709,Natural,Hydrological,Flood,,,,Affect,Thailand,THA,South-Eastern Asia,Asia,Southern coast,,,,,,,,70,Km2,,,,,1991,10,26,1991,10,26,1,,14474,100,14574,,,1478,53.27115662
1991-0229-VNM,1991,0229,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"An Giang, Long An, Dong Thap, Kien Giang provinces",,,,,No,No,,1000,Km2,,,,,1991,8,,1991,8,,21,,270000,600,270600,,,5000,53.27115662
1991-0538-VNM,1991,0538,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"An Giang, Dong Thap, Long An, Tien Giang, Kien Giang provinces (Mekong Delta)",Heavy rain,,,,No,No,,,Km2,,,,Mekong river,1991,9,19,1991,9,25,136,,21000,,21000,,,38500,53.27115662
1991-0210-VNM,1991,0210,Natural,Meteorological,Storm,Tropical cyclone,,Fred,Affect,Viet Nam,VNM,South-Eastern Asia,Asia,"Quanq Bin, Ha Tinh, Than Hoa, Nghe provinces",,,,,,,,,Kph,,,,,1991,8,17,1991,8,17,17,16,,455905,455921,,,9500,53.27115662
1991-0713-VNM,1991,0713,Natural,Meteorological,Storm,Tropical cyclone,,Zeke,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Quang Ninh Hai Phong,,,,,,,,,Kph,,,,,1991,7,13,1991,7,13,21,6,770,,776,,,,53.27115662
1991-0444-VNM,1991,0444,Natural,Meteorological,Storm,,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Ngai, Quang Nam-Da, Thua Thien-Hue provinces",,,,Yes,,,,70,Kph,,,,,1991,12,28,1991,12,28,251,200,10000,,10200,,,1000,53.27115662
1991-0711-VNM,1991,0711,Natural,Meteorological,Storm,,,,Affect,Viet Nam,VNM,South-Eastern Asia,Asia,Khanh Hoa,,,,,,,,,Kph,,,,,1991,3,15,1991,3,15,8,,10708,,10708,,,,53.27115662
1992-0313-VNM,1992,0313,Natural,Hydrological,Landslide,Avalanche,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Ha Tuyen (Cao Bang province),,"Slide (land, mud, snow, rock)",,,No,No,,,,,,,,1992,7,25,1992,7,25,200,,,38000,38000,,,,54.88464241
1992-0494-THA,1992,0494,Natural,Meteorological,Storm,Tropical cyclone,,Angela,Affect,Thailand,THA,South-Eastern Asia,Asia,Ko Samui (Surat Thani province),,,,,,,,,Kph,,,,,1992,10,16,1992,10,16,3,,93102,13007,106109,,,,54.88464241
1992-0495-THA,1992,0495,Natural,Meteorological,Storm,Tropical cyclone,,Colleen,Affect,Thailand,THA,South-Eastern Asia,Asia,Sisaket province (North),,,,,,,,,Kph,,,,,1992,10,17,1992,10,17,,,160550,,160550,,,,54.88464241
1992-0201-THA,1992,0201,Natural,Meteorological,Storm,,,,Regional,Thailand,THA,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1992,5,19,1992,5,19,,,,,,,,,54.88464241
1992-0496-THA,1992,0496,Natural,Meteorological,Storm,,,Forrest,Affect,Thailand,THA,South-Eastern Asia,Asia,"Surat Thani, Krabi, Phangnga, Nakhon Si Thammarat provinces",,,,,,,,,Kph,,,,,1992,11,12,1992,11,12,3,,105674,14113,119787,,,,54.88464241
1992-0145-VNM,1992,0145,Natural,Hydrological,Flood,Coastal flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Binh, Quang Tri provinces",Tropical cyclone,,,,No,No,,,Km2,,,,,1992,10,28,1992,10,31,1,,58000,,58000,,,,54.88464241
1992-0144-VNM,1992,0144,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Ha Tinh, Quang Binh, Quang Tri, Thua Thien-Hue, Quang Nam-Da Nang provinces",Heavy rain,,,Yes,No,No,,569,Km2,,,,,1992,10,5,1992,10,9,55,10,44109,7579,51698,,,47700,54.88464241
1992-0061-VNM,1992,0061,Natural,Meteorological,Storm,Tropical cyclone,,Chuck,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Haiphong, Quang Ninh provinces",,,,,,,11162,,Kph,,,,,1992,6,29,1992,6,29,14,11,44945,2230,47186,,,400,54.88464241
1992-0143-VNM,1992,0143,Natural,Meteorological,Storm,Tropical cyclone,,Angela,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Between Thua Thien Hue and Khanh Hoa provinces,,,,,,,,,Kph,,,,,1992,10,23,1992,10,23,17,12,31180,980,32172,,,18000,54.88464241
1993-0222-THA,1993,0222,Natural,Hydrological,Flood,Flash flood,,,Kill,Thailand,THA,South-Eastern Asia,Asia,"Surat Thani, Nakhorn Si Thammara, Songkla, Pattani provinces",Brief torrential rain,,,,No,No,,56410,Km2,,,,,1993,11,27,1993,12,2,23,252,377070,16487,393809,,,1261000,56.50464564
1993-9522-THA,1993,9522,Natural,Climatological,Drought,Drought,,,,Thailand,THA,South-Eastern Asia,Asia,"North, Central",,,,,No,No,,13000,Km2,,,,,1993,,,1993,,,,,,,,,,2000,56.50464564
1993-0481-THA,1993,0481,Natural,Meteorological,Storm,,,Lewis,Affect,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Phanom, Sakon Nakhon, Nong Khai provinces",,,,,,,,,Kph,,,,,1993,7,11,1993,7,11,4,,188388,60,188448,,,106900,56.50464564
1993-0482-THA,1993,0482,Natural,Meteorological,Storm,,,Winona,Affect,Thailand,THA,South-Eastern Asia,Asia,"Udon Thani, Khon Kaen, Nakhon Panom, Nan, Uttaradit, Phayao, Mae Hong Son",,,,,,,,,Kph,,,,,1993,9,29,1993,9,29,,,25468,,25468,,,25070,56.50464564
1993-0483-THA,1993,0483,Natural,Hydrological,Flood,,,,Affect,Thailand,THA,South-Eastern Asia,Asia,South,,,,,,,,,Km2,,,,,1993,10,31,1993,10,31,4,2,302247,613,302862,,,319850,56.50464564
1993-0484-THA,1993,0484,Natural,Hydrological,Flood,,,,Kill,Thailand,THA,South-Eastern Asia,Asia,South,,,,,,,,,Km2,,,,,1993,12,,1993,12,,14,,179446,13228,192674,,,400100,56.50464564
1993-0133-VNM,1993,0133,Natural,Meteorological,Storm,Convective storm,Hail,,Affect,Viet Nam,VNM,South-Eastern Asia,Asia,Tuyen Quang province,,,,,,,,,Kph,,,,,1993,3,16,1993,3,16,3,16,,2000,2016,,,,56.50464564
1993-0213-VNM,1993,0213,Natural,Hydrological,Flood,Flash flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Phu Yen, Lam Dong, Quang Tri, Da Nang, Khanh Hoa, Binh Dinh, Darlac and Binh Thuan provinces",Brief torrential rain,,,,No,No,,29440,Km2,,,,"Phan Thiet, Muong Man River",1993,10,2,1993,10,12,64,,15000,,15000,,,10000,56.50464564
1993-0088-VNM,1993,0088,Natural,Meteorological,Storm,Tropical cyclone,,Kyle,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Phu Yen, Khanh Hoa, Binh Dinh, Dal Lac provinces",,,,Yes,No,No,,,Kph,,,,,1993,11,23,1993,11,23,130,16,6000,5490,11506,,,15000,56.50464564
1993-0231-VNM,1993,0231,Natural,Meteorological,Storm,Tropical cyclone,,Lola,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Ninh Hai, Cam Ranh districts (Khanh Hoa province)",,,,,,,,130,Kph,,,,,1993,12,8,1993,12,8,73,20,20520,4695,25235,,,50000,56.50464564
1998-0057-BRN,1998,0057,Natural,Climatological,Wildfire,Forest fire,,,Affect,Brunei Darussalam,BRN,South-Eastern Asia,Asia,,,,,,No,No,,,Km2,,,,,1998,3,4,1998,5,30,,,,,,,,2000,63.76045524
1994-0594-PHL,1994,0594,Natural,Meteorological,Storm,Tropical cyclone,,Axel (Garding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Leyte, Cebu Isl., Surigao, Luzon, Iloilo, Bacolod",,Flood,Broken Dam/Burst bank,,No,No,,,Kph,,,,,1994,12,19,1994,12,23,49,86,867837,,867923,,,26813,57.97797424
1994-9223-KHM,1994,9223,Natural,Climatological,Drought,Drought,,,,Cambodia,KHM,South-Eastern Asia,Asia,"Prey Veng, Kompong Speu, Kompong Chhnang, Takeo provinces",,Flood,Famine,,No,No,,3000,Km2,,,,,1994,6,,1996,,,,,5000000,,5000000,,,100000,57.97797424
1994-0062-IDN,1994,0062,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Purwoharjo, Sarongan, Tegaldlimo, Banyuwangi (South Java)",,Tsunami/Tidal wave,,,No,No,266,7,Richter,10.20 S,13.2 E,,,1994,6,2,1994,6,2,239,440,8280,,8720,,,2200,57.97797424
1994-0513-IDN,1994,0513,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku (Obi Isl.),,Tsunami/Tidal wave,,,No,No,,6,Richter,1.14 S,128.5 E,4:44,,1994,10,9,1994,10,9,1,52,2385,,2437,,,,57.97797424
1994-0072-PHL,1994,0072,Natural,Meteorological,Storm,Tropical cyclone,,Tim (Iliang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"La Union, Pangasinan, Ilocos Sur, Ilocos Norte provinces, Laoag city (Luzon)",,Flood,,,No,No,,,Kph,,,,,1994,7,10,1994,7,16,17,21,166564,,166585,,,1000,57.97797424
1994-0519-PHL,1994,0519,Natural,Meteorological,Storm,Tropical cyclone,,Teresa (Katring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Arora, Quezon, Laguna, Batangas, Rizal, Cavite, Bulacan, Bataan, Oriental Mindoro, Occidental Mindoro provinces (Luzon)",,Flood,,,No,Yes,,150,Kph,,,,,1994,10,18,1994,10,22,32,15,,258736,258751,,,67400,57.97797424
1994-0652-IDN,1994,0652,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Indonesia,IDN,South-Eastern Asia,Asia,"Maluki, Irian Jaya, North Sumatra, Denpasar",,,,,No,No,,6,Richter,2.001 S,135.931 E,,,1994,11,20,1994,11,20,,28,39,,67,,,,57.97797424
1994-0514-IDN,1994,0514,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Barujari,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Lombok (West Nusa Tenggara province),,,,,No,No,,,,,,,,1994,11,3,1994,11,3,31,,,,,,,,57.97797424
1994-0515-IDN,1994,0515,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Merapi,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Java Isl.,,,,,No,No,284,,,7.5 S,110.4 E,10:15,,1994,11,22,1994,12,,58,22,2700,,2722,,,,57.97797424
1994-0626-IDN,1994,0626,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Ngawi, Tuban, Bojonegoro, Gresick, Lamongan (Java)",Heavy rain,,,,No,No,,36280,Km2,,,,"Bengawan, Solo",1994,3,23,1994,3,26,33,,187131,,187131,,,18145,57.97797424
1994-0783-IDN,1994,0783,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,West Nusa Tengarra province,Heavy rain,,,,No,No,,1820,Km2,,,,,1994,7,12,1994,7,12,5,,50000,,50000,,,1700,57.97797424
1994-0359-IDN,1994,0359,Natural,Climatological,Wildfire,Forest fire,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,1360,Km2,,,,,1994,10,,1994,10,,,,3000000,,3000000,,,,57.97797424
1994-0104-IDN,1994,0104,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Simalungun District,,,,,,,,,Km2,,,,,1994,4,23,1994,4,23,8,,,1000,1000,,,,57.97797424
1994-0353-IDN,1994,0353,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Riau Province,,,,,,,,,Km2,,,,,1994,10,12,1994,10,12,3,,60000,,60000,,,,57.97797424
1994-0773-IDN,1994,0773,Natural,Hydrological,Flood,,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Pesisir Selaten (West Sumatra province),,,,,No,No,,,Km2,,,,,1994,12,2,1994,12,2,6,,640,,640,,,1500,57.97797424
1994-0064-KHM,1994,0064,Natural,Hydrological,Flood,,,,Kill,Cambodia,KHM,South-Eastern Asia,Asia,"Battambang, Takeo, Kompong Cham, Kandal, Kompong Speu, Phnom Penh",,,,,,,179,,Km2,,,,,1994,7,31,1994,7,31,506,,29000,,29000,,,,57.97797424
1994-0602-LAO,1994,0602,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,,,,,,,,,,Vaccinated,,,,,1994,10,10,1994,10,10,500,,8000,,8000,,,,57.97797424
1994-0760-LAO,1994,0760,Natural,Hydrological,Flood,,,,Affect,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Central,,,,Yes,,,,200,Km2,,,,,1994,8,,1994,8,,,,190000,,190000,,,,57.97797424
1994-0615-MMR,1994,0615,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Maungdaw, Buthidaung, Rakhine State",,,,,,,116,,Kph,,,,,1994,5,2,1994,5,2,17,,64970,,64970,,,10000,57.97797424
1994-0518-PHL,1994,0518,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindoro, Luzon",,,,Yes,No,No,,7,Richter,13.352 N,121.087 E,03:15,,1994,11,15,1994,11,15,81,171,266710,3985,270866,,,3700,57.97797424
1994-0768-PHL,1994,0768,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Oro area (Mindanao),,,,,No,No,,6,Richter,7.972 N,123.189 E,,,1994,5,13,1994,5,13,,3,215,,218,,,,57.97797424
1994-0128-PHL,1994,0128,Natural,Hydrological,Flood,Coastal flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao,,,,,,,,,Km2,,,,,1994,5,24,1994,5,24,1,,2708,54,2762,,,37,57.97797424
1994-0778-PHL,1994,0778,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Panay, Negros Isl.",Monsoonal rain,,,,No,No,,25390,Km2,,,,,1994,7,22,1994,8,2,2,,18000,,18000,,,1600,57.97797424
1994-0782-PHL,1994,0782,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Extesive agricultural and infrastructure damage,Heavy rain,,,,No,No,,36860,Km2,,,,,1994,3,18,1994,3,31,9,,16821,,16821,,,855,57.97797424
1994-0211-PHL,1994,0211,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mont Pinatubo area (Luzon),Monsoonal rain,,,,No,No,498,,,,,,,1994,9,19,1994,9,24,23,1,45762,22977,68740,,,24000,57.97797424
1994-0071-PHL,1994,0071,Natural,Meteorological,Storm,Tropical cyclone,,Yunya (Norming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Bulacan, Bataan, Zambales, Tarlac, Ilocos Sur, Olongapo, Angeles",,,,,,,,,Kph,,,,,1994,7,19,1994,7,19,11,7,420721,,420728,,,37600,57.97797424
1994-0073-PHL,1994,0073,Natural,Meteorological,Storm,Tropical cyclone,,Sharon (Gading),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Metro Manila, Aurora, Nueva Ecija, Pampanga, Tarlac, Zambales provinces (Luzon)",,,,,,,,,Kph,,,,,1994,6,23,1994,6,23,2,,23952,,23952,,,,57.97797424
1994-0074-PHL,1994,0074,Natural,Meteorological,Storm,Tropical cyclone,,Caitlin (Pasing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Zambales, Metro Manila (Luzon)",,,,,,,,,Kph,,,,,1994,8,2,1994,8,2,11,,14000,,14000,,,,57.97797424
1994-0215-PHL,1994,0215,Natural,Meteorological,Storm,Tropical cyclone,,Luke (Weling),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Papoay, San Nicolas, Pasuquin municipalities (locos Norte province), Cagayan province",,,,,,,,,Kph,,,,,1994,9,10,1994,9,10,7,,54674,,54674,,,3900,57.97797424
1994-0313-PHL,1994,0313,Natural,Meteorological,Storm,Tropical cyclone,,Oyang,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pinatubo, Luzon",,,,,,,,,Kph,,,,,1994,7,15,1994,7,15,39,,,,,,,1700,57.97797424
1994-0756-PHL,1994,0756,Natural,Meteorological,Storm,Tropical cyclone,,Vanessa,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Kalinga-Apayao province,,,,,,,,,Kph,,,,,1994,7,7,1994,7,7,3,,5300,,5300,,,,57.97797424
1994-0168-PHL,1994,0168,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Tarlac, Zambales",,,,Yes,,,,,Km2,,,,,1994,6,22,1994,6,22,50,,757000,17000,774000,,,1650,57.97797424
1995-0247-PHL,1995,0247,Natural,Meteorological,Storm,Tropical cyclone,,Sybil (Mameng),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Pangasinan, Bulacan, Laguna, Marinduque, Quezon, Barangas, Cavite, Albay, Antique, Cebu, Leyte, Siquijor, Bukidnon provinces and National Capital region",,Flood,"Slide (land, mud, snow, rock)",Yes,No,No,51,120,Kph,,,,,1995,10,9,1995,10,26,184,14,758423,106000,864437,,,38100,59.60449489
1995-0084-IDN,1995,0084,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Dili, Maliana, Mauraba (East Timor)",,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,,No,No,,7,Richter,40.1 N,21.6 E,19:33,,1995,5,14,1995,5,14,15,26,150,,176,,,,59.60449489
1995-0199-PHL,1995,0199,Natural,Meteorological,Storm,,,Nina (Helming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Sultan Kudarat provinces",,"Slide (land, mud, snow, rock)",Flood,,No,No,,,Kph,,,,,1995,9,4,1995,9,4,20,,19655,,19655,,,394,59.60449489
1995-0252-IDN,1995,0252,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Airhangat, Danaukerinci, Gunungkerinci, Gunungraya, Sitinjau Laut, Sungaipenuh (Jambi province)",,"Slide (land, mud, snow, rock)",,Yes,No,No,1018,7,Richter,2.1 S,101.3 E,1:10,,1995,10,7,1995,10,7,84,1868,52665,35685,90218,,,,59.60449489
1995-0209-PHL,1995,0209,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"South Cotabato, Sultan Kudarat (Mindanao)",Heavy rains,"Slide (land, mud, snow, rock)",,,No,No,289,10940,Km2,,,,"Kabulnuan, Alah",1995,9,4,1995,9,15,416,7,24478,,24485,,,700300,59.60449489
1995-0272-PHL,1995,0272,Natural,Meteorological,Storm,Tropical cyclone,,Zack (Pepang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Leyte, Samar, Central Visayas, Panays Islands, Palawan",,Flood,,,No,No,,135,Kph,,,,,1995,10,28,1995,11,1,146,55,347998,,348053,,,30000,59.60449489
1995-0486-PHL,1995,0486,Natural,Meteorological,Storm,Tropical cyclone,,Karing,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Zambales, Tarlac (Luzon province)",,Flood,,,No,No,,,Kph,,,,,1995,7,29,1995,7,31,,,20000,,20000,,,5000,59.60449489
1995-0089-IDN,1995,0089,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,"Parigi, Palu, Poso (Sulawesi)",,,,,No,No,,6,Richter,1.02 S,120.5 E,06:13,,1995,5,19,1995,5,19,,38,1500,,1538,,,,59.60449489
1995-0079-IDN,1995,0079,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Bengkulu (Northern Sumatra),,,,,,,30,10,Km2,,,,,1995,5,7,1995,5,7,27,,2200,,2200,,,,59.60449489
1995-0019-IDN,1995,0019,Natural,Hydrological,Flood,Riverine flood,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Riau,,,,,,,,,Km2,,,,,1995,1,11,1995,1,11,3,,3000,,3000,,,,59.60449489
1995-0029-IDN,1995,0029,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Java, Sumatra",Heavy rain,,,,No,No,,9,Km2,,,,"Bangawan Solo, Batanghari",1995,2,3,1995,2,17,47,,26000,10000,36000,,,400,59.60449489
1995-0071-IDN,1995,0071,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Tapanuli, Labuhan districts (Northern Sumatra Province)",,,,,,,,,Km2,,,,,1995,5,1,1995,5,1,45,,17500,,17500,,,,59.60449489
1995-0476-IDN,1995,0476,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,North Aceh Provinces,Continous rainfall,,,Yes,No,No,,550,Km2,,,,,1995,12,28,1996,1,2,18,472,201000,,201472,,,50000,59.60449489
1995-0229-LAO,1995,0229,Natural,Hydrological,Flood,Riverine flood,,,Affect,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Bolikhamxay, Savannakhet, Champassak, Sekong, Attapeu provinces",,,,,,,8381,625,Km2,,,,,1995,9,,1995,9,,,,391400,,391400,,,,59.60449489
